Year,,,,Regions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Noth Pacific (NP),,,,,,,,South Pacific (SP),,,,,,,Western GOM (WGOM),,,,,,,Eastern GOM (EGOM),,,,,,,South Atlantic (SA),,,,,,,Mid Atlantic (MA),,,,,,,North Atlantic (NA),,,,,,,,,,,
,,Summer,,,Winter,,,,Summer,,,Winter,,,,Summer,,,Winter,,,,Summer,,,Winter,,,,Summer,,,Winter,,,,Summer,,,Winter,,,,Summer,,,Winter,,,,,,,,,
,Location,Scale,Shape,Location,Scale,Shape,,Location,Scale,Shape,Location,Scale,Shape,,Location,Scale,Shape,Location,Scale,Shape,,Location,Scale,Shape,Location,Scale,Shape,,Location,Scale,Shape,Location,Scale,Shape,,Location,Scale,Shape,Location,Scale,Shape,,Location,Scale,Shape,Location,Scale,Shape,,,,,,,,
1900,NaN,NaN,NaN,NaN,NaN,NaN,,1.070,0.057,-0.237,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
1901,NaN,NaN,NaN,NaN,NaN,NaN,,1.071,0.057,-0.237,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
1902,NaN,NaN,NaN,NaN,NaN,NaN,,1.073,0.057,-0.237,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,0.624,0.104,0.343,0.754,0.108,-0.035,,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
1903,NaN,NaN,NaN,NaN,NaN,NaN,,1.073,0.057,-0.237,NaN,NaN,NaN,,NaN,NaN,NaN,0.523,0.082,-0.084,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,0.626,0.104,0.343,0.752,0.108,-0.035,,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
1904,NaN,NaN,NaN,NaN,NaN,NaN,,1.068,0.057,-0.237,NaN,NaN,NaN,,0.493,0.130,0.454,0.523,0.082,-0.084,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,0.626,0.104,0.343,0.750,0.108,-0.035,,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
1905,NaN,NaN,NaN,NaN,NaN,NaN,,1.066,0.057,-0.237,1.335,0.071,-0.300,,0.497,0.130,0.454,0.528,0.082,-0.084,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,0.627,0.104,0.343,0.751,0.108,-0.035,,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
1906,NaN,NaN,NaN,NaN,NaN,NaN,,1.066,0.057,-0.237,1.337,0.071,-0.300,,0.495,0.130,0.454,0.524,0.082,-0.084,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,0.628,0.104,0.343,0.741,0.108,-0.035,,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
1907,NaN,NaN,NaN,NaN,NaN,NaN,,1.065,0.057,-0.237,1.335,0.071,-0.300,,0.488,0.130,0.454,0.518,0.082,-0.084,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,0.623,0.104,0.343,0.747,0.108,-0.035,,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
1908,NaN,NaN,NaN,NaN,NaN,NaN,,1.061,0.057,-0.237,1.333,0.071,-0.300,,0.483,0.130,0.454,0.521,0.082,-0.084,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,0.623,0.104,0.343,0.745,0.108,-0.035,,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
1909,NaN,NaN,NaN,NaN,NaN,NaN,,1.060,0.057,-0.237,1.330,0.071,-0.300,,0.482,0.130,0.454,0.518,0.082,-0.084,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,0.624,0.104,0.343,0.745,0.108,-0.035,,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
1910,NaN,NaN,NaN,NaN,NaN,NaN,,1.064,0.057,-0.237,1.332,0.071,-0.300,,0.480,0.130,0.454,0.519,0.082,-0.084,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,0.626,0.104,0.343,0.742,0.108,-0.035,,NaN,NaN,NaN,NaN,NaN,NaN,,,,,,,,
1911,NaN,NaN,NaN,NaN,NaN,NaN,,1.064,0.057,-0.237,1.336,0.071,-0.300,,0.476,0.130,0.454,0.513,0.082,-0.084,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,0.630,0.104,0.343,0.738,0.108,-0.035,,NaN,NaN,NaN,2.194,0.102,-0.103,,,,,,,,
1912,NaN,NaN,NaN,NaN,NaN,NaN,,1.065,0.057,-0.237,1.334,0.071,-0.300,,0.469,0.130,0.454,0.514,0.082,-0.084,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,0.636,0.104,0.343,0.740,0.108,-0.035,,NaN,NaN,NaN,2.197,0.102,-0.103,,,,,,,,
1913,NaN,NaN,NaN,NaN,NaN,NaN,,1.062,0.057,-0.237,1.331,0.071,-0.300,,0.470,0.130,0.454,0.514,0.082,-0.084,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,0.630,0.104,0.343,0.736,0.108,-0.035,,NaN,NaN,NaN,2.202,0.102,-0.103,,,,,,,,
1914,NaN,NaN,NaN,NaN,NaN,NaN,,1.063,0.057,-0.237,1.331,0.071,-0.300,,0.479,0.130,0.454,0.509,0.082,-0.084,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,0.634,0.104,0.343,0.743,0.108,-0.035,,NaN,NaN,NaN,2.201,0.102,-0.103,,,,,,,,
1915,NaN,NaN,NaN,NaN,NaN,NaN,,1.064,0.057,-0.237,1.336,0.071,-0.300,,0.480,0.130,0.454,0.512,0.082,-0.084,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,0.638,0.104,0.343,0.746,0.108,-0.035,,NaN,NaN,NaN,2.195,0.102,-0.103,,,,,,,,
1916,NaN,NaN,NaN,NaN,NaN,NaN,,1.063,0.057,-0.237,1.337,0.071,-0.300,,0.486,0.130,0.454,0.514,0.082,-0.084,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,0.637,0.104,0.343,0.739,0.108,-0.035,,NaN,NaN,NaN,2.191,0.102,-0.103,,,,,,,,
1917,NaN,NaN,NaN,NaN,NaN,NaN,,1.065,0.057,-0.237,1.339,0.071,-0.300,,0.485,0.130,0.454,0.515,0.082,-0.084,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,0.630,0.104,0.343,0.736,0.108,-0.035,,NaN,NaN,NaN,2.186,0.102,-0.103,,,,,,,,
1918,NaN,NaN,NaN,NaN,NaN,NaN,,1.065,0.057,-0.237,1.343,0.071,-0.300,,0.484,0.130,0.454,0.512,0.082,-0.084,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,0.636,0.104,0.343,0.741,0.108,-0.035,,NaN,NaN,NaN,2.179,0.102,-0.103,,,,,,,,
1919,NaN,NaN,NaN,NaN,NaN,NaN,,1.067,0.057,-0.237,1.337,0.071,-0.300,,0.485,0.130,0.454,0.513,0.082,-0.084,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,0.644,0.104,0.343,0.751,0.108,-0.035,,NaN,NaN,NaN,2.175,0.102,-0.103,,,,,,,,
1920,NaN,NaN,NaN,NaN,NaN,NaN,,1.070,0.057,-0.237,1.340,0.071,-0.300,,0.490,0.130,0.454,0.518,0.082,-0.084,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,0.637,0.104,0.343,0.747,0.108,-0.035,,NaN,NaN,NaN,2.173,0.102,-0.103,,,,,,,,
1921,NaN,NaN,NaN,NaN,NaN,NaN,,1.069,0.057,-0.237,1.342,0.071,-0.300,,0.499,0.130,0.454,0.518,0.082,-0.084,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,0.639,0.104,0.343,0.757,0.108,-0.035,,NaN,NaN,NaN,2.184,0.102,-0.103,,,,,,,,
1922,NaN,NaN,NaN,NaN,NaN,NaN,,1.073,0.057,-0.237,1.344,0.071,-0.300,,0.495,0.130,0.454,0.520,0.082,-0.084,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,0.638,0.104,0.343,0.756,0.108,-0.035,,NaN,NaN,NaN,2.175,0.102,-0.103,,,,,,,,
1923,NaN,NaN,NaN,NaN,NaN,NaN,,1.070,0.057,-0.237,1.342,0.071,-0.300,,0.504,0.130,0.454,0.523,0.082,-0.084,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,0.643,0.104,0.343,0.761,0.108,-0.035,,NaN,NaN,NaN,2.179,0.102,-0.103,,,,,,,,
1924,NaN,NaN,NaN,NaN,NaN,NaN,,1.072,0.057,-0.237,1.349,0.071,-0.300,,0.509,0.130,0.454,0.521,0.082,-0.084,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,0.644,0.104,0.343,0.762,0.108,-0.035,,NaN,NaN,NaN,2.179,0.102,-0.103,,,,,,,,
1925,NaN,NaN,NaN,NaN,NaN,NaN,,1.074,0.057,-0.237,1.351,0.071,-0.300,,0.499,0.130,0.454,0.525,0.082,-0.084,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,0.640,0.104,0.343,0.762,0.108,-0.035,,NaN,NaN,NaN,2.175,0.102,-0.103,,,,,,,,
1926,NaN,NaN,NaN,NaN,NaN,NaN,,1.072,0.057,-0.237,1.346,0.071,-0.300,,0.503,0.130,0.454,0.527,0.082,-0.084,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,0.640,0.104,0.343,0.755,0.108,-0.035,,NaN,NaN,NaN,2.180,0.102,-0.103,,,,,,,,
1927,NaN,NaN,NaN,NaN,NaN,NaN,,1.071,0.057,-0.237,1.345,0.071,-0.300,,0.503,0.130,0.454,0.534,0.082,-0.084,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,0.648,0.104,0.343,0.755,0.108,-0.035,,NaN,NaN,NaN,2.189,0.102,-0.103,,,,,,,,
1928,NaN,NaN,NaN,NaN,NaN,NaN,,1.071,0.057,-0.237,1.347,0.071,-0.300,,0.501,0.130,0.454,0.543,0.082,-0.084,,NaN,NaN,NaN,NaN,NaN,NaN,,1.096,0.059,-0.026,1.091,0.063,-0.176,,0.656,0.104,0.343,0.749,0.108,-0.035,,NaN,NaN,NaN,2.198,0.102,-0.103,,,,,,,,
1929,NaN,NaN,NaN,NaN,NaN,NaN,,1.075,0.057,-0.237,1.348,0.071,-0.300,,0.502,0.130,0.454,0.549,0.082,-0.084,,NaN,NaN,NaN,NaN,NaN,NaN,,1.094,0.059,-0.026,1.088,0.063,-0.176,,0.660,0.104,0.343,0.750,0.108,-0.035,,3.749,0.090,-0.193,2.191,0.102,-0.103,,,,,,,,
1930,NaN,NaN,NaN,NaN,NaN,NaN,,1.073,0.057,-0.237,1.348,0.071,-0.300,,0.496,0.130,0.454,0.549,0.082,-0.084,,NaN,NaN,NaN,NaN,NaN,NaN,,1.096,0.059,-0.026,1.091,0.063,-0.176,,0.665,0.104,0.343,0.748,0.108,-0.035,,3.750,0.090,-0.193,2.184,0.102,-0.103,,,,,,,,
1931,NaN,NaN,NaN,NaN,NaN,NaN,,1.070,0.057,-0.237,1.352,0.071,-0.300,,0.497,0.130,0.454,0.544,0.082,-0.084,,NaN,NaN,NaN,NaN,NaN,NaN,,1.097,0.059,-0.026,1.089,0.063,-0.176,,0.664,0.104,0.343,0.739,0.108,-0.035,,3.754,0.090,-0.193,2.179,0.102,-0.103,,,,,,,,
1932,NaN,NaN,NaN,NaN,NaN,NaN,,1.075,0.057,-0.237,1.357,0.071,-0.300,,0.500,0.130,0.454,0.547,0.082,-0.084,,NaN,NaN,NaN,NaN,NaN,NaN,,1.095,0.059,-0.026,1.087,0.063,-0.176,,0.661,0.104,0.343,0.736,0.108,-0.035,,3.755,0.090,-0.193,2.177,0.102,-0.103,,,,,,,,
1933,1.366,0.056,-0.232,NaN,NaN,NaN,,1.079,0.057,-0.237,1.358,0.071,-0.300,,0.491,0.130,0.454,0.553,0.082,-0.084,,NaN,NaN,NaN,NaN,NaN,NaN,,1.098,0.059,-0.026,1.090,0.063,-0.176,,0.666,0.104,0.343,0.739,0.108,-0.035,,3.754,0.090,-0.193,2.173,0.102,-0.103,,,,,,,,
1934,1.366,0.056,-0.232,1.700,0.101,-0.072,,1.081,0.057,-0.237,1.359,0.071,-0.300,,0.503,0.130,0.454,0.559,0.082,-0.084,,NaN,NaN,NaN,NaN,NaN,NaN,,1.097,0.059,-0.026,1.090,0.063,-0.176,,0.666,0.104,0.343,0.744,0.108,-0.035,,3.754,0.090,-0.193,2.173,0.102,-0.103,,,,,,,,
1935,1.366,0.056,-0.232,1.702,0.101,-0.072,,1.078,0.057,-0.237,1.356,0.071,-0.300,,0.500,0.130,0.454,0.566,0.082,-0.084,,NaN,NaN,NaN,NaN,NaN,NaN,,1.096,0.059,-0.026,1.091,0.063,-0.176,,0.663,0.104,0.343,0.743,0.108,-0.035,,3.756,0.090,-0.193,2.168,0.102,-0.103,,,,,,,,
1936,1.365,0.056,-0.232,1.710,0.101,-0.072,,1.078,0.057,-0.237,1.361,0.071,-0.300,,0.502,0.130,0.454,0.569,0.082,-0.084,,NaN,NaN,NaN,NaN,NaN,NaN,,1.097,0.059,-0.026,1.094,0.063,-0.176,,0.665,0.104,0.343,0.737,0.108,-0.035,,3.759,0.090,-0.193,2.164,0.102,-0.103,,,,,,,,
1937,1.364,0.056,-0.232,1.708,0.101,-0.072,,1.083,0.057,-0.237,1.363,0.071,-0.300,,0.507,0.130,0.454,0.565,0.082,-0.084,,NaN,NaN,NaN,NaN,NaN,NaN,,1.096,0.059,-0.026,1.097,0.063,-0.176,,0.668,0.104,0.343,0.740,0.108,-0.035,,3.759,0.090,-0.193,2.161,0.102,-0.103,,,,,,,,
1938,1.365,0.056,-0.232,1.705,0.101,-0.072,,1.083,0.057,-0.237,1.362,0.071,-0.300,,0.504,0.130,0.454,0.569,0.082,-0.084,,NaN,NaN,NaN,0.970,0.105,0.116,,1.100,0.059,-0.026,1.104,0.063,-0.176,,0.664,0.104,0.343,0.739,0.108,-0.035,,3.759,0.090,-0.193,2.155,0.102,-0.103,,,,,,,,
1939,1.367,0.056,-0.232,1.701,0.101,-0.072,,1.085,0.057,-0.237,1.363,0.071,-0.300,,0.511,0.130,0.454,0.568,0.082,-0.084,,0.850,0.126,0.479,0.973,0.105,0.116,,1.101,0.059,-0.026,1.104,0.063,-0.176,,0.668,0.104,0.343,0.739,0.108,-0.035,,3.761,0.090,-0.193,2.163,0.102,-0.103,,,,,,,,
1940,1.365,0.056,-0.232,1.702,0.101,-0.072,,1.081,0.057,-0.237,1.365,0.071,-0.300,,0.513,0.130,0.454,0.565,0.082,-0.084,,0.850,0.126,0.479,0.980,0.105,0.116,,1.104,0.059,-0.026,1.110,0.063,-0.176,,0.663,0.104,0.343,0.742,0.108,-0.035,,3.758,0.090,-0.193,2.157,0.102,-0.103,,,,,,,,
1941,1.366,0.056,-0.232,1.702,0.101,-0.072,,1.087,0.057,-0.237,1.372,0.071,-0.300,,0.513,0.130,0.454,0.568,0.082,-0.084,,0.848,0.126,0.479,0.975,0.105,0.116,,1.107,0.059,-0.026,1.107,0.063,-0.176,,0.667,0.104,0.343,0.743,0.108,-0.035,,3.763,0.090,-0.193,2.162,0.102,-0.103,,,,,,,,
1942,1.368,0.056,-0.232,1.705,0.101,-0.072,,1.091,0.057,-0.237,1.374,0.071,-0.300,,0.505,0.130,0.454,0.566,0.082,-0.084,,0.839,0.126,0.479,0.974,0.105,0.116,,1.107,0.059,-0.026,1.107,0.063,-0.176,,0.659,0.104,0.343,0.741,0.108,-0.035,,3.764,0.090,-0.193,2.169,0.102,-0.103,,,,,,,,
1943,1.369,0.056,-0.232,1.706,0.101,-0.072,,1.092,0.057,-0.237,1.373,0.071,-0.300,,0.516,0.130,0.454,0.570,0.082,-0.084,,0.839,0.126,0.479,0.973,0.105,0.116,,1.105,0.059,-0.026,1.108,0.063,-0.176,,0.655,0.104,0.343,0.743,0.108,-0.035,,3.762,0.090,-0.193,2.174,0.102,-0.103,,,,,,,,
1944,1.371,0.056,-0.232,1.712,0.101,-0.072,,1.093,0.057,-0.237,1.374,0.071,-0.300,,0.517,0.130,0.454,0.574,0.082,-0.084,,0.839,0.126,0.479,0.968,0.105,0.116,,1.107,0.059,-0.026,1.112,0.063,-0.176,,0.658,0.104,0.343,0.742,0.108,-0.035,,3.764,0.090,-0.193,2.178,0.102,-0.103,,,,,,,,
1945,1.374,0.056,-0.232,1.711,0.101,-0.072,,1.097,0.057,-0.237,1.373,0.071,-0.300,,0.524,0.130,0.454,0.571,0.082,-0.084,,0.843,0.126,0.479,0.967,0.105,0.116,,1.111,0.059,-0.026,1.115,0.063,-0.176,,0.656,0.104,0.343,0.744,0.108,-0.035,,3.761,0.090,-0.193,2.184,0.102,-0.103,,,,,,,,
1946,1.371,0.056,-0.232,1.717,0.101,-0.072,,1.100,0.057,-0.237,1.376,0.071,-0.300,,0.529,0.130,0.454,0.574,0.082,-0.084,,0.843,0.126,0.479,0.965,0.105,0.116,,1.111,0.059,-0.026,1.113,0.063,-0.176,,0.650,0.104,0.343,0.745,0.108,-0.035,,3.768,0.090,-0.193,2.183,0.102,-0.103,,,,,,,,
1947,1.371,0.056,-0.232,1.723,0.101,-0.072,,1.100,0.057,-0.237,1.374,0.071,-0.300,,0.529,0.130,0.454,0.566,0.082,-0.084,,0.843,0.126,0.479,0.960,0.105,0.116,,1.109,0.059,-0.026,1.110,0.063,-0.176,,0.646,0.104,0.343,0.741,0.108,-0.035,,3.764,0.090,-0.193,2.179,0.102,-0.103,,,,,,,,
1948,1.370,0.056,-0.232,1.718,0.101,-0.072,,1.095,0.057,-0.237,1.368,0.071,-0.300,,0.533,0.130,0.454,0.569,0.082,-0.084,,0.842,0.126,0.479,0.969,0.105,0.116,,1.109,0.059,-0.026,1.109,0.063,-0.176,,0.644,0.104,0.343,0.752,0.108,-0.035,,3.773,0.090,-0.193,2.178,0.102,-0.103,,,,,,,,
1949,1.367,0.056,-0.232,1.723,0.101,-0.072,,1.094,0.057,-0.237,1.369,0.071,-0.300,,0.546,0.130,0.454,0.566,0.082,-0.084,,0.851,0.126,0.479,0.970,0.105,0.116,,1.108,0.059,-0.026,1.107,0.063,-0.176,,0.643,0.104,0.343,0.762,0.108,-0.035,,3.774,0.090,-0.193,2.178,0.102,-0.103,,,,,,,,
1950,1.373,0.056,-0.232,1.728,0.101,-0.072,,1.098,0.057,-0.237,1.375,0.071,-0.300,,0.545,0.130,0.454,0.568,0.082,-0.084,,0.848,0.126,0.479,0.976,0.105,0.116,,1.110,0.059,-0.026,1.103,0.063,-0.176,,0.642,0.104,0.343,0.762,0.108,-0.035,,3.777,0.090,-0.193,2.181,0.102,-0.103,,,,,,,,
1951,1.369,0.056,-0.232,1.739,0.101,-0.072,,1.101,0.057,-0.237,1.378,0.071,-0.300,,0.535,0.130,0.454,0.575,0.082,-0.084,,0.846,0.126,0.479,0.978,0.105,0.116,,1.108,0.059,-0.026,1.103,0.063,-0.176,,0.641,0.104,0.343,0.762,0.108,-0.035,,3.775,0.090,-0.193,2.181,0.102,-0.103,,,,,,,,
1952,1.364,0.056,-0.232,1.732,0.101,-0.072,,1.100,0.057,-0.237,1.374,0.071,-0.300,,0.533,0.130,0.454,0.575,0.082,-0.084,,0.850,0.126,0.479,0.975,0.105,0.116,,1.105,0.059,-0.026,1.105,0.063,-0.176,,0.638,0.104,0.343,0.761,0.108,-0.035,,3.777,0.090,-0.193,2.181,0.102,-0.103,,,,,,,,
1953,1.363,0.056,-0.232,1.733,0.101,-0.072,,1.101,0.057,-0.237,1.369,0.071,-0.300,,0.531,0.130,0.454,0.579,0.082,-0.084,,0.853,0.126,0.479,0.974,0.105,0.116,,1.102,0.059,-0.026,1.102,0.063,-0.176,,0.632,0.104,0.343,0.768,0.108,-0.035,,3.781,0.090,-0.193,2.189,0.102,-0.103,,,,,,,,
1954,1.362,0.056,-0.232,1.738,0.101,-0.072,,1.105,0.057,-0.237,1.372,0.071,-0.300,,0.535,0.130,0.454,0.579,0.082,-0.084,,0.853,0.126,0.479,0.980,0.105,0.116,,1.105,0.059,-0.026,1.105,0.063,-0.176,,0.635,0.104,0.343,0.775,0.108,-0.035,,3.782,0.090,-0.193,2.199,0.102,-0.103,,,,,,,,
1955,1.362,0.056,-0.232,1.737,0.101,-0.072,,1.107,0.057,-0.237,1.373,0.071,-0.300,,0.537,0.130,0.454,0.581,0.082,-0.084,,0.857,0.126,0.479,0.980,0.105,0.116,,1.106,0.059,-0.026,1.108,0.063,-0.176,,0.635,0.104,0.343,0.770,0.108,-0.035,,3.784,0.090,-0.193,2.204,0.102,-0.103,,,,,,,,
